Year,Area harvested,Production,Yield
1972,34000,20400,0.6
1963,52205,25400,0.4865
1968,1300,400,0.3077
1990,7389,2080,0.2815
2008,28211,36882,1.3074
2017,4225,2153,0.5095
1962,238270,157849,0.6625
1998,630872,656535,1.0407
1974,10000,3000,0.3
2006,1059,871,0.8221
1990,10000,5000,0.5
1961,655000,191000,0.2916
2004,1337892,473900,0.3542
1966,1700,1000,0.5882
1980,90000,48000,0.5333
1982,150,80,0.5333
1986,270,135,0.5
2015,40303,10180,0.2526
2015,47848,60984,1.2745
2014,1464963,801600,0.5472
1989,42000,25200,0.6
2004,33,29,0.8788
2010,5051,2928,0.5796
1991,20507,3524,0.1718
1976,561300,229000,0.408
2000,52500,19051,0.3629
1976,13868,9259,0.6677
1969,25280,18600,0.7358
2002,59324,24493,0.4129
1992,12050,4700,0.39
1966,11366,6600,0.5807
1970,554500,263000,0.4743
1985,5000,3000,0.6
1979,30000,5450,0.1817
2015,267,160,0.6003
2015,424012,451955,1.0659
1992,40000,15000,0.375
2006,5000,1300,0.26
1992,6483,1713,0.2643
1997,37000,16000,0.4324
1967,9193,8000,0.8702
2016,17000,12000,0.7059
1984,2000,400,0.2
1990,668933,469258,0.7015
1970,11989,13000,1.0843
2003,1327775,436200,0.3285
2005,220,130,0.5882
2006,9988,2818,0.2821
2001,13000,3800,0.2923
1982,80000,35000,0.4375
2012,25076,9690,0.3864
1978,38740,9500,0.2452
1992,17500,10350,0.5914
1999,8091,5069,0.6265
1979,47200,25200,0.5339
1980,8000,5000,0.625
2012,1492077,794600,0.5325
2010,47000,32000,0.6809
1978,2100,1000,0.4762
1990,18578,9432,0.5077
1963,350,220,0.6286
2014,6006,3302,0.5498
1971,17164,20567,1.1983
1987,530,260,0.4906
1973,686,107,0.156
1982,772620,179791,0.2327
1977,40000,21600,0.54
1969,22660,8130,0.3588
1970,8047,5455,0.6779
1981,13100,11200,0.855
1980,14000,8800,0.6286
1970,50100,13000,0.2595
1972,401,203,0.5062
2010,198000,119000,0.601
1990,400,200,0.5
1979,5000,3000,0.6
1995,1826000,531000,0.2908
1981,380,100,0.2632
2015,2312,1955,0.8456
1963,2600,1500,0.5769
1974,2973,1640,0.5516
2014,184,187,1.0188
1996,600,300,0.5
1980,107,51,0.4766
1993,13000,6518,0.5014
1975,21359,8474,0.3967
1963,7700,2389,0.3103
1972,250,125,0.5
2013,2507,4786,1.9091
2012,41594,30206,0.7262
2018,24760,12727,0.514
1972,2982,2090,0.7009
1967,270764,155323,0.5736
1965,2000,1000,0.5
2009,238,141,0.5923
1961,10471,5290,0.5052
1978,45849,18734,0.4086
1976,664237,134345,0.2023
1974,40000,26500,0.6625
1982,2095,926,0.442
1981,6440,3000,0.4658
1961,5200,3000,0.5769
1989,2386500,745100,0.3122
2002,218,128,0.5894
2016,15179,4052,0.2669
2005,1723200,641100,0.37200000000000005
1980,24200,12900,0.5331
1975,136472,65036,0.4766
1973,28300,15000,0.53
1991,4000,2500,0.625
2003,44000,30000,0.6818
2007,30,70,2.3333
2003,63471,21062,0.3318
2000,6398,4113,0.6429
1981,11000,6500,0.5909
1971,300,100,0.3333
1961,78000,44000,0.5641
1976,36100,20300,0.5623
1996,186,111,0.5937
2010,20,41,2.061
1993,175,301,1.719
1975,7000,1500,0.2143
1980,65000,20000,0.3077
1981,26080,10330,0.3961
2005,52800,27400,0.5189
1995,80086,49595,0.6193
1978,800,454,0.5675
2009,4000,3000,0.75
1968,11207,3770,0.3364
2006,71422,30393,0.4255
2003,12347,2130,0.1725
1961,487,552,1.1335
1973,2895,1659,0.5731
1961,4000,2500,0.625
2015,47699,25992,0.5449
1970,17223,20000,1.1612
2004,8557,4433,0.5181
1977,2000,400,0.2
1993,6234,1658,0.266
1994,40834,27936,0.6841
1970,273768,179444,0.6555
2011,42599,33478,0.7859
1991,13440,3829,0.2849
2017,838,1000,1.1933
1965,2100,2200,1.0476
1975,40000,24000,0.6
1986,40040,11148,0.2784
2006,3,1,0.3333
1963,7618,2971,0.39
1991,16000,8000,0.5
1972,20526,11150,0.5432
2009,52138,26419,0.5067
2016,2678,2344,0.8753
1985,92001,53716,0.5839
1971,22200,11100,0.5
2017,1478158,764320,0.5171
1992,404,281,0.6955
1993,2546,605,0.2376
1997,5500,1500,0.2727
1963,150,80,0.5333
2018,24,48,2.0271
1996,7567,3817,0.5044
1978,6500,4000,0.6154
2018,1730000,746000,0.4312
1964,21780,7700,0.3535
1981,320,176,0.55
1978,180,90,0.5
1973,2385800,484600,0.2031
1971,8889,8000,0.9
1964,5200,2308,0.4438
1966,4500,4900,1.0889
2006,2200,520,0.2364
2018,610,270,0.4417
1979,65000,17814,0.2741
2015,936,775,0.8284
2016,24,24,1.0
2006,62000,29777,0.4803
1980,38469,8721,0.2267
2006,25000,16000,0.64
2000,8400,6348,0.7557
1983,788500,348650,0.4422
1961,4000,2000,0.5
2018,78656,57256,0.7279
1970,25773,10386,0.40299999999999997
1972,30539,14337,0.4695
2013,1704,1339,0.7858
2013,17145,14236,0.8303
1987,45312,27300,0.6025
1978,30000,5532,0.1844
2002,31600,13910,0.4402
1975,41600,20700,0.4976
1965,7000,2500,0.3571
1998,79654,49030,0.6155
1993,21000,3000,0.1429
2005,2446,1830,0.7482
2018,3000,3000,1.0
2001,8255,4182,0.5066
1998,6163,3450,0.5598
1991,8430,5602,0.6645
2010,63440,15380,0.2424
1979,7988,5189,0.6496
1969,1400,1500,1.0714
1978,80000,52000,0.65
2018,2491,2574,1.0333
2009,5714,7643,1.3376
1972,8120,10635,1.3097
2014,390,235,0.6021
1982,62256,20578,0.3305
1981,140000,42000,0.3
1986,150,80,0.5333
2013,38430,52885,1.3761
1988,150,80,0.5333
2017,10149,2333,0.2299
1984,668,341,0.5105
2016,27170,13575,0.4996
2011,66211,48840,0.7376
1989,7000,3000,0.4286
1963,17440,16000,0.9174
1991,2529,605,0.2393
1978,5000,3000,0.6
2012,1611,2420,1.5022
2017,10253,4522,0.441
1976,7035,5520,0.7846
1995,200,120,0.6
1994,1131907,299300,0.2644
2000,15266,2582,0.1692
1962,7990,3063,0.3834
2015,1047,1082,1.0334
2006,9176,6570,0.716
1965,14000,9488,0.6777
1962,8300,5900,0.7108
1986,81000,44500,0.5494
1986,2647,2043,0.7718
1990,2333,506,0.2169
1971,1185,810,0.6835
1972,599000,259000,0.4324
1991,18849,3000,0.1592
1998,23000,14000,0.6087
2000,276,165,0.6003
1968,621000,244000,0.3929
1981,130,80,0.6154
2001,215,127,0.5891
2012,62013,50803,0.8192
1991,80561,45220,0.5613
1997,397,206,0.5191
2015,978824,1174589,1.2
1969,2600,1500,0.5769
2002,26076,14706,0.564
1984,34161,13544,0.3965
2013,29000,12200,0.4207
1997,43028,21466,0.4989
1976,180,87,0.4833
2017,1576,969,0.6146
1972,11250,5700,0.5067
2003,38,49,1.2895
2014,28804,12008,0.4169
1992,143000,72000,0.5035
1965,210000,61000,0.2905
1990,669388,469474,0.7013
1986,104700,35000,0.3343
2000,598,298,0.4983
1996,43529,12812,0.2943
2006,47000,32000,0.6809
1993,754157,563275,0.7469
1972,2000,400,0.2
2018,435,378,0.8690000000000001
2003,55600,31000,0.5576
2007,89,59,0.6677
2015,8327,4552,0.5466
1995,23104,14037,0.6076
2014,30064,12822,0.4265
1969,200,100,0.5
1993,150000,75000,0.5
1991,46000,27000,0.5870000000000001
2012,23048,24961,1.083
1963,50,30,0.6
1988,814,705,0.8661
1996,1100,900,0.8182
1985,15000,4400,0.2933
2004,31843,20863,0.6552
2017,384,238,0.6183
2011,437000,605000,1.3844
1972,1672,408,0.244
1993,65900,58000,0.8801
2005,6296,4625,0.7346
1964,6000,2017,0.3362
1981,2593200,590200,0.2276
1971,28000,21300,0.7607
2000,21030,5875,0.2794
2010,23190,25495,1.0994
1995,1800,1500,0.8333
1964,10500,7776,0.7406
2013,24,19,0.7959999999999999
2002,30,97,3.2333
1966,35000,20000,0.5714
1974,122000,36000,0.2951
1968,54700,14000,0.2559
1963,831684,270487,0.3252
1964,50,30,0.6
1975,122800,39100,0.3184
2001,37000,19400,0.5243
1986,33228,12457,0.3749
1991,106069,45072,0.4249
1991,160,85,0.5313
2017,9,16,1.7778
1991,2626800,705900,0.2687
2017,382,327,0.8559
1981,143483,67374,0.4696
1990,27090,10414,0.3844
2004,2251,528,0.2347
1992,33180,23238,0.7004
1976,477,190,0.3983
1989,15050,9766,0.6489
2001,1670600,697800,0.4177
1972,5000,1500,0.3
1961,6000,1600,0.2667
1999,27000,11000,0.4074
1973,1379,946,0.6859999999999999
2014,33,16,0.4848
1990,455,216,0.4747
1984,5944,3322,0.5589
2016,48334,11608,0.2402
2005,14841,4200,0.28300000000000003
1988,31696,17984,0.5674
1994,6285,1676,0.2667
1981,6000,3200,0.5333
2017,15000,32000,2.1333
1990,26305,4214,0.1602
1996,139000,64000,0.4604
1972,32964,9541,0.2894
1973,581000,257000,0.4423
1983,14500,4300,0.2966
1966,8209,5628,0.6856
1972,9700,3900,0.4021
1986,500,300,0.6
1987,30170,20730,0.6871
1973,4298,3481,0.8099
1983,60000,38000,0.6333
1992,25000,10000,0.4
1978,9802,9213,0.9399
2008,3114,5156,1.6557
2008,65614,44290,0.675
1984,11500,5200,0.4522
1986,48000,27000,0.5625
1986,32768,15684,0.4786
2000,48704,32605,0.6695
1987,360,183,0.5083
1997,186,108,0.5824
1988,20,10,0.5
1990,52863,21455,0.4059
1985,1052820,691864,0.6572
2017,1720000,755000,0.439
2017,28031,18410,0.6568
1990,90,80,0.8889
1979,1813,1665,0.9184
1975,533000,208000,0.3902
2009,93384,56252,0.6024
2015,1511363,828270,0.5479999999999999
1989,21050,13900,0.6603
2007,37082,27862,0.7514
2009,115,108,0.9391
2007,5100,1400,0.2745
1993,2217000,564000,0.2544
1991,57717,29767,0.5157
1982,27000,5000,0.1852
2006,120000,48000,0.4
1979,60000,16000,0.2667
1970,664096,101707,0.1532
1990,40000,19000,0.475
2010,203420,144420,0.71
2016,47133,25778,0.5469
2006,1020,571,0.5598
1992,18200,11000,0.6044
1995,12,52,4.3333
1962,29950,8130,0.2715
1979,2004,1015,0.5065
1971,8000,2164,0.2705
2010,18390,16950,0.9217
1976,14789,15525,1.0498
1987,28359,18582,0.6552
2013,1678190,715000,0.4261
1994,18897,8862,0.469
1979,190,100,0.5263
1964,195000,56000,0.2872
1968,32800,21600,0.6585
2011,25649,9515,0.371
1976,210,100,0.4762
1968,20961,7949,0.3792
2011,610,284,0.4659
2016,117000,60000,0.5128
1979,15586,16000,1.0266
2009,35551,32306,0.9087
1987,16875,9100,0.5393
2008,47706,34248,0.7179
1978,27428,7599,0.2771
1989,86386,49290,0.5706
2010,13123,13349,1.0172
1994,14108,5571,0.3949
2009,2925,4948,1.6916
1999,9000,4676,0.5196
1975,13863,17000,1.2263
1992,170,90,0.5294
2004,6990,4350,0.6223
1969,7500,3300,0.44
2016,8000,2000,0.25
2014,421562,204848,0.4859
1974,97000,30000,0.3093
1994,190,110,0.5789
1964,1041,406,0.39
1999,30300,13900,0.4587
2016,19,15,0.7956
1998,16549,2763,0.1669
2015,240,194,0.8088
2001,153000,74000,0.4837
1993,21000,13000,0.619
1967,13547,6119,0.4517
2002,398,206,0.517
1968,1034,744,0.7195
1991,11000,5549,0.5045
1967,11406,7155,0.6273
2008,81712,49027,0.6
1988,703794,404458,0.5747
1981,37513,13878,0.37
2016,50546,43441,0.8594
1987,18028,7183,0.3984
2009,29805,11595,0.389
1997,566000,566000,1.0
1981,20200,8000,0.396
1985,30450,27120,0.8906
2006,65035,41054,0.6313
1962,35000,9000,0.2571
1997,11751,6635,0.5646
1982,5000,3000,0.6
2016,20577,8554,0.4157
1969,2000,800,0.4
1967,2100,1700,0.8095
2000,194000,97000,0.5
1974,7000,4000,0.5714
2001,2697,623,0.2309
1975,15000,8333,0.5555
1980,1763,969,0.5496
1976,125000,37000,0.29600000000000004
1967,7000,2400,0.3429
2010,35265,49870,1.4142
2002,13262,7278,0.5488
1979,34711,10465,0.3015
1983,3592,2289,0.6372
1969,14072,5140,0.3653
1975,302,49,0.1623
2002,4700,3421,0.7279
1978,1175,1329,1.1311
1996,13265,10460,0.7885
1964,261276,171697,0.6571
1963,5000,1000,0.2
1989,722667,337634,0.4672
2010,70504,37289,0.5289
2004,35,35,1.0
1973,510,500,0.9804
1987,3700,2000,0.5405
1981,32000,11200,0.35
2007,9162,4683,0.5111
1979,27700,15600,0.5632
2015,5563,1796,0.3228
1989,13,5,0.3846
1995,166000,71000,0.4277
2017,15672,3256,0.2077
2001,5434,3814,0.7019
1961,50,30,0.6
1974,33968,13186,0.3882
2006,1367029,613500,0.4488
1987,968,519,0.5362
2014,108021,54010,0.5
1985,14830,8700,0.5866
1999,697000,743000,1.0659999999999998
1985,70,26,0.3714
2013,63642,41522,0.6524
2007,1430970,701100,0.4899
2011,4626,976,0.21100000000000002
1997,13429,3804,0.2833
1965,340,61,0.1794
1997,70000,24000,0.3429
2003,687000,593000,0.8632
1971,220,109,0.4955
2004,1844000,674100,0.3656
1984,34467,8902,0.2583
2000,23,40,1.7730000000000001
2012,28500,12000,0.4211
1997,85000,33000,0.3882
1972,635,400,0.6299
1988,6000,3000,0.5
2012,37800,51075,1.3512
1983,7000,3000,0.4286
1994,158000,70000,0.44299999999999995
1971,47515,28977,0.6098
2018,15896,3336,0.2099
2009,10880,8530,0.784
2014,8069,4994,0.619
1964,1300,1300,1.0
1993,589,290,0.4927
1978,16000,14357,0.8973
2010,14000,10000,0.7143
1997,99,46,0.4646
2006,197000,100000,0.5076
1980,10200,4600,0.451
1969,1084,766,0.7066
2012,48102,30064,0.625
1974,1933,1673,0.8655
2002,24000,15000,0.625
1961,1900,1700,0.8947
1969,599000,256000,0.4274
1982,35720,10900,0.3052
2002,34712,25288,0.7285
1978,2400,600,0.25
1982,28540,10823,0.3792
2004,14500,4200,0.2897
2011,64576,20431,0.3164
1988,6969,3849,0.5523
2003,59719,24673,0.4132
1974,150,118,0.7867
1991,17100,5800,0.3392
1963,5000,1595,0.319
2013,70186,49130,0.7
2017,115000,60000,0.5217
1999,21061,2962,0.1406
1987,2500,1800,0.72
1966,54000,32000,0.5926
1983,10900,4000,0.36700000000000005
1969,11000,5000,0.4545
1999,876,704,0.8037
1990,567,274,0.4832
2016,2097,1470,0.701
1980,72,20,0.2778
1981,818926,511088,0.6241
1984,9000,4000,0.4444
1976,12936,13009,1.0056
2017,500000,550000,1.1
